First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Charles,Ringling,76972634,DS,promoting mysticism,devising evil schemes,executing morally appalling plans,retiring replicants,solving crimes,devising evil schemes,promoting science,eluding imperial storm-troopers,squandering money,solving mysteries
Adam,Sandler,40273360,DS,practicing good skin care,striving for world domination,flipping hamburgers,eating a box of chocolates,finding clues,searching for the messiah,swinging from tree to tree,climbing social ladders,running a crime family,promoting hair products
Curtis,Mayfield,60286680,CS,making insipid musicals,ranting about politics,writing compelling dialogue,cracking enemy codes,bodybuilding,managing hedge funds,studying science,making political gaffes,chasing after women,making kitsch
Lindsay,Wagner,36730093,CS,over-acting,singing jazz songs,starring in comedies,writing folksy fiction,cooking dinners,studying economics,managing large development projects,insulting minorities,starring in Hollywood movies,ranting about liberals
Andy,Devine,42438686,CS,designing modern buildings,bugging political rivals,reading braille,carving magnificent statues,probing the mind,wielding political power,campaigning for social causes,composing classical music,exploring the new world,fighting for civil rights
Julia,Child,32827235,CS,developing real estate,running a kingdom,going for a spacewalk,over-acting,breaking records,ranting about liberals,writing pop songs,eliminating political rivals,managing hedge funds,studying economics
Roscoe,Arbuckle,30248224,CS,smoking Boyard cigarettes,singing pop songs,performing Web searches,performing magic tricks,winning gold medals,transcending physical limits,talking in riddles,leading an exodus,starring in Hollywood movies,promoting democracy
Tom,Welling,81573016,CS,singing torch songs,performing serious acting,smiting Philistines,writing science fiction,starring in comedies,worrying about health,changing privacy settings,performing Web searches,playing rock piano,promoting conservative values
Charles,Stratton,54102702,DS,eating dinosaur ribs,burning the wicked,running an empire,analyzing murder scenes,flipping hamburgers,studying science,carrying secret plans,playing pranks,gossiping with galpals,exploring darkest Africa
Chaka,Khan,27338371,CS,writing cook books,writing modern poetry,making unauthorized sex tapes,developing real estate,teaching philosophy,winning tennis grand slams,winning tennis tournaments,over-acting,starring in Hollywood movies,writing science fiction
Anne,Bancroft,25067274,CS,performing serious acting,starring in Hollywood movies,studying genetics,writing serialized stories,writing modern fiction,drawing whimsical cartoons,burning with envy,singing pop songs,shopping for shoes,starring in comedies
Nomar,Garciapara,28291752,DS,studying science,running a multinational corporation,performing magic tricks,teaching the next generation,creating nightmares,solving riddles,preaching tolerance,evading mercenaries,concocting magic potions,commanding a spaceship
Dennis,Day,69651585,DS,sucking blood,trimming bushes,solving mysteries,playing pranks,offering blessings,promoting hair products,solving mysteries,seeking revenge,demanding ransoms from the U.N.,preaching tolerance
Redd,Foxx,88433076,CS,promoting new technologies,fighting with swords,selling tickets,promoting monetarism,promoting evolutionary theory,making bizarre movies,running a kingdom,wielding political power,singing rock songs,working out
Jamie,Walters,22299560,CS,shilling for rental car companies,parodying songs,throwing sex parties,singing pop songs,starring in Hollywood movies,campaigning for environmental causes,starring in comedies,racing fast cars,writing pop songs,arresting bootleggers
Ashley,Judd,84671136,DS,defending the weak,striving for world domination,demanding ransoms from the U.N.,tilting at windmills,playing quidditch,practicing good skin care,building rocket ships,singing on TV shows,interpreting evidence,performing magic tricks
Kel,Mitchell,60131804,CS,promoting circus attractions,winning tennis matches,writing for pulp magazines,cursing at kitchen staff,arresting bootleggers,staring at the moon,making dumb comedies,spreading revolution,starring in Hollywood movies,flaunting buttocks
H.,Perot,37594799,CS,womanizing,writing TV comedies,promoting conservative values,shilling for rental car companies,over-acting,writing legal fiction,creating an axis of evil,starring in Hollywood movies,writing political satires,divorcing husbands
Oscar,DeLaHoya,83003269,CS,pioneering new technologies,promoting Catholic values,promoting Catholic values,singing rock songs,causing political scandals,spreading revolution,promoting socialism,making antisemitic remarks,raising cain,writing poetry
Shawn,Michaels,42393488,CS,campaigning for social causes,spreading revolution,treating the sick with jokes,playing classical piano,starring in war movies,cooking fancy food,working out,singing pop songs,having meltdowns in public,writing pop songs
James,Monroe,32458530,CS,puncturing artistic sensibilities,singing to teenagers,studying science,singing Hipbop songs,promoting Darwinism,wielding political power,campaigning for social causes,writing folksy fiction,starring in comedies,appeasing belligerent dictators
Jack,Kerouac,88470393,CS,planning orgies,singing pop songs,writing modern fiction,collecting rock samples,running an empire,promoting political causes,riding a bicycle,making political gaffes,writing modern fiction,singing country music
Mark,Twain,82128754,DS,fighting for justice,striving for world domination,writing TV comedies,organizing prison breaks,performing magic tricks,communicating with animals,hiding from the public,disappointing the family,running an empire,creating nightmares
Joseph,Conrad,18188096,CS,making insipid musicals,foiling the schemes of evil villains,starring in Hollywood movies,composing classical music,over-acting,playing rock music,issuing fatwas,singing Hipbop songs,writing science fiction,promoting Catholic values
Emilio,Estevez,90601061,CS,coining sparkling witticisms,writing about social problems,composing classical music,selling tickets,selling airline seats,singing pop songs,designing modern buildings,starring in pornographic movies,drawing whimsical cartoons,fighting for democracy
Nina,Foch,14853253,CS,running a kingdom,starring in action movies,planning orgies,interviewing politicians,crooning love songs,starring in indy movies,playing classical piano,womanizing,composing classical music,reporting the news
Donna,Stone,57530721,CS,writing about social problems,hosting a late night chat show,publishing soft pornography,promoting Catholic values,composing classical music,launching cultural revolutions,following the money,singing blues songs,staring at the moon,reporting the news
Colin,Powell,98930982,CS,developing open-source software,singing pop songs,scandalizing polite society,campaigning for social causes,building empires,running a kingdom,starring in Hollywood movies,doing stand-up,drawing political cartoons,telling dry jokes
Madeline,LEngle,43292290,DS,explaining away the unexplained,foiling the schemes of evil villains,studying magic,running a crime family,seducing young women,studying magic tricks,eating a box of chocolates,making patronising comments,chasing terrorists,studying science
Eugene,Ionesco,27563976,DS,promoting wickedness,retiring replicants,promoting science,spouting movie trivia,reading the news,practicing the Occult,concocting magic potions,chasing terrorists,playing quidditch,wooing potential brides
John,Wayne,21454580,CS,holding evasive press conferences,peacocking in fancy clothes,playing rock guitar,interviewing politicians,composing classical music,going for a spacewalk,terrorizing citizens,singing pop songs,pioneering new technologies,starring in romantic comedies
Taylor,Hicks,58047211,DS,striving for world domination,solving crimes,finding clues,running an empire,offering blessings,studying magic tricks,running a software company,squandering money,getting a nose job,rooting out spies
George,Hill,16177013,CS,starring in indy movies,bridging cultures,campaigning for the senate,spreading political gossip,singing rock songs,starring in Hollywood movies,lying on the stand,flirting with rednecks,doing stand-up,making fantasy movies
Roger,Bannister,37672944,CS,hosting a late night chat show,running a kingdom,racing fast cars,challenging artistic norms,running a smuggling business,fighting with swords,building giant walls,interviewing politicians,slashing victims,playing baseball
Wally,Bronner,81000445,CS,singing country music,promoting pacifism,starring in Hollywood movies,insulting minorities,podcasting about movies,cracking enemy codes,singing rock songs,managing large development projects,arresting criminals,starring in Hollywood movies
Dusty,Springfield,33795751,DS,smiting frost giants,frowning at errant husbands,striving for world domination,solving crimes,cooking for friends,arranging dinner parties,instigating rebellion,seducing young women,hacking into corporate mainframes,hunting monsters
Chester,Nimitz,91158077,DS,promoting hair products,preparing for war,defending the weak,hacking into corporate mainframes,fussing about cleanliness,reading the news,providing comic relief,burning the wicked,hunting monsters,running a criminal empire
Shirley,MacLaine,60599080,CS,womanizing,peacocking in fancy clothes,doing stand-up,singing pop songs,teaching philosophy,writing political satires,studying mathematics,testing scientific theories,letting one's hair down,running an empire
Aidan,Quinn,57084944,DS,eluding imperial storm-troopers,duelling acrobatically,performing magic tricks,cooking chrystal meth,selling dodgy goods,eating power pellets,studying science,running a criminal empire,studying magic,disappointing the family
Amadeus,Mozart,16257393,CS,singing pop songs,writing cook books,making madcap comedies,running a large metropolitan city,designing clothes,writing science fiction,winning tennis grand slams,promoting Catholic values,winning Michelin stars,cooking fancy food
Elizabeth,Taylor,66946039,CS,building a search engine,interviewing politicians,promoting Catholic values,making insipid musicals,pretending to wrestle,performing magic tricks,writing for the New Yorker,spreading political gossip,spreading revolution,wielding political power
Ted,Koppel,57966231,CS,promoting Catholic values,playing grungy music,writing blues songs,waxing a surfboard,spreading political gossip,appeasing belligerent dictators,writing folksy fiction,slapping soldiers,writing poetry,fighting with swords
Tori,Amos,89866489,DS,reporting for The Daily Planet,performing magic tricks,testing new technologies,foiling the schemes of evil villains,running a criminal empire,undermining authority,mangling idioms,fighting in gladiator arenas,playing pranks,chasing criminals
David,Mamet,55427736,CS,promoting pacifism,launching cultural revolutions,performing serious acting,selling tickets,writing science fiction,running a smuggling business,singing pop songs,selling airline seats,preaching to presidents,studying science
Edouard,Manet,70296562,CS,promoting boxing fights,building empires,writing erotic fiction,starring in romantic comedies,starring in TV shows,promoting conservative values,singing blues songs,licking frogs,climbing social ladders,designing clothes
Billy,Gibbons,24821539,CS,starring in war movies,creating an axis of evil,writing pop songs,singing pop songs,singing pop songs,coining epigrams,running a large metropolitan city,writing pop songs,promoting conservative values,campaigning for the senate
Pat,Buttram,15412447,CS,doing stand-up,licking frogs,painting over photographs,promoting Catholic values,promoting socialism,burning with envy,avoiding eye contact,running a multinational corporation,winning tennis tournaments,promoting social causes
Jerry,Lewis,73509636,DS,tracking down fugitives,extracting confessions,pedalling engine-less cars,solving mysteries,preaching tolerance,running a crime family,running a multinational corporation,trimming bushes,squandering money,communicating with animals
Grace,Slick,95392965,DS,escaping from reality,reporting for The Daily Planet,promoting mysticism,telling tall tales,chasing criminals,making sandwiches,finding clues,running a software company,defending the weak,writing up case notes
David,Caruso,89100372,CS,terrorizing citizens,launching cultural revolutions,writing pop songs,performing household chores,extracting confessions,singing pop songs,singing pop songs,changing privacy settings,winning gold medals,going for a spacewalk
Marilyn,Quayle,68604954,CS,promoting conservative values,playing rock music,singing opera arias,spreading political gossip,campaigning for the senate,starring in Hollywood movies,starring in Hollywood movies,talking in riddles,reading braille,smoking Boyard cigarettes
Timbaland,,91200407,CS,living amongst apes,launching cultural revolutions,writing blues songs,whining at umpires,holding evasive press conferences,singing pop songs,writing political satires,singing pop songs,starring in Hollywood movies,promoting new technologies
Booker,Washington,30644279,CS,interviewing politicians,starring in Hollywood movies,making bizarre movies,forming new social connections,starring in action movies,making threatening phone calls,writing pop songs,writing about social problems,pioneering new technologies,making insipid musicals
Lord,Snowdon,23350257,CS,promoting social causes,reporting the news,fighting for democracy,arguing against capitalism,cursing at kitchen staff,test-driving cars,smoking Boyard cigarettes,launching cultural revolutions,bugging political rivals,singing country music
Bing,Crosby,40360067,CS,going for a spacewalk,finding clues,playing classical piano,exploring the new world,promoting totalitarianism,worrying about health,womanizing,issuing fatwas,writing political satires,organizing mass suicides
Curtis,Sliwa,79465466,CS,playing grungy music,spreading revolution,running a multinational corporation,painting dark pictures,making propagandistic movies,launching cultural revolutions,starring in Hollywood movies,leaking state secrets,starring in Hollywood movies,test-driving cars
Barney,Dinosaur,53683737,DS,eating a box of chocolates,tracking down criminals,selling tat,frying crabby patties,foiling the schemes of evil villains,gossiping with galpals,climbing social ladders,creating nightmares,planning adultery,solving mysteries
Oliver,Stone,62746127,CS,singing country music,developing real estate,scandalizing polite society,collecting fossils,seducing women,studying mathematics,spreading political gossip,writing legal fiction,studying science,teaching philosophy
Doris,Roberts,70577175,DS,swinging on a perch,chasing virgins,playing the piano,striving for world domination,collecting bounties on runaways,frowning at errant husbands,wooing potential brides,retiring replicants,chasing a great white whale,promoting science
Marilu,Henner,38738887,CS,making dumb comedies,starring in action movies,painting dark pictures,singing melancholy songs,ruling over subjects,promoting Darwinism,carving magnificent statues,challenging artistic norms,singing Hipbop songs,singing pop songs
Jon,Gosselin,98396641,CS,spreading political gossip,starring in Hollywood movies,spreading philosophy,starring in Hollywood movies,working out,bugging political rivals,playing baseball,avoiding eye contact,ranting about politics,leaking state secrets
