First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Tom,Cruise,98172455,DS,devising evil schemes,studying science,digging for antiquities,slashing victims,hunting demons,hacking into computers,chasing virgins,obeying annoying rules,killing murderers,solving crimes
Samantha,Eggar,15085545,CS,consolidating an empire,making political gaffes,starring in romantic comedies,manipulating political pawns,starring in comedies,womanizing,starring in romantic comedies,winning heavyweight titles,singing blues songs,painting folksy pictures
Mary,Ash,72866870,DS,burping,solving mysteries,interpreting evidence,solving crimes,running an empire,avoiding work,promoting movie violence,promoting science,taking bribes from organized crime,making money
Jason,Priestley,49066146,DS,drinking tea,interpreting evidence,devising evil schemes,promoting movie violence,eating carrots,finding clues,mangling idioms,ruling over subjects,climbing social ladders,flying into a rage
Nikita,Khrushchev,66430916,CS,directing Hollywood movies,giving investment advice,dating centrefolds,promoting democracy,chasing after women,playing golf,making action movies,writing erotic fiction,abusing minorities,drawing whimsical cartoons
Jamie,Farr,12059994,DS,flipping hamburgers,devising evil schemes,running a crime family,performing magic tricks,solving mysteries,driving under the influence,instigating rebellion,making racist jibes,making money,keeping a diary
Natalie,Cole,45891082,DS,escaping from reality,chasing rabbits,publishing newspapers,fighting guerilla wars,promoting greed,solving mysteries,smoking during recess,eating census takers,devising evil schemes,hunting demons
Calista,Flockhart,69414410,CS,writing modern fiction,organizing mass suicides,making cartoons,creating optical illusions,writing TV comedies,fighting with swords,singing rock songs,rooting out facts,starring in Hollywood movies,offering advice
Waylon,Jennings,65768454,CS,selling cosmetics,doing stand-up,playing soccer,running a software company,terrorizing employees,getting plastic surgery,writing weird movies,spreading revolution,building a wooden ark,preaching tolerance
Marlo,Thomas,74834784,CS,selling franchises,making trains run on time,selling fast food,manipulating political pawns,amassing nuclear weapons,dating supermodels,undermining authority,ordering wire-taps,piloting a spaceship,promoting conservative values
Donald,Pleasence,20366346,CS,spreading revolution,drawing whimsical cartoons,cross-dressing in women's clothes,making dumb comedies,singing reggae songs,interviewing celebrities,singing pop songs,cooking fancy food,writing blues songs,singing pop songs
Ray,Charles,33452927,DS,devising evil schemes,solving crimes,hunting demons,teaching magic,obeying annoying rules,solving crimes,spreading revolution,making racist jibes,battling the forces of darkness,promoting science
Salvador,Dali,84200041,DS,interpreting evidence,devising evil schemes,solving crimes,rescuing damsels in distress,ruling over subjects,manipulating political pawns,obeying annoying rules,finding clues,casting magic spells,solving mysteries
George,Bush,66929122,DS,fighting for the rebel alliance,promoting capitalism,solving crimes,solving crimes,writing comedy,creating monsters,driving under the influence,looking after mother,suppressing violent urges,running a school for gifted teens
Arthur,Ashe,24294032,DS,searching for the messiah,promoting the Dark Side,interpreting evidence,promoting conservative values,solving crimes,hunting demons,running an empire,solving crimes,fencing stolen goods,making money
Ken,Kesey,20821319,DS,playing God,fighting decepticons,blowing smoke rings,solving mysteries,hunting monsters,performing magic tricks,avoiding work,interpreting evidence,smoking during recess,cooking for friends
Robert,De-Niro,24642550,CS,building houses for poor people,starring in Hollywood movies,directing Hollywood movies,singing protest songs,singing jazz songs,making action movies,interpreting evidence,explaining evolution,recording pop songs,cooking fancy food
Troy,Aikman,41054791,DS,solving crimes,escaping from reality,solving crimes,subverting social conventions,fighting for justice,running an empire,mangling idioms,running a criminal enterprise,defending the Earth,chasing women
Benjamin,Britten,90144584,CS,singing pop songs,promoting political causes,developing military strategies,plotting strategies,delivering judgments,complaining about capitalism,singing rock songs,starring in Hollywood movies,starring in romantic comedies,studying mathematics
Frankie,Avalon,67762051,CS,monetizing celebrity status,interpreting evidence,organizing a putsch,developing operating systems,singing pop songs,treating the injured,writing modern fiction,interviewing politicians,writing modern fiction,knocking out opponents
Mickey,Gilley,52781063,CS,making movies,eluding the public gaze,making propagandistic movies,campaigning for social causes,solving crimes,starring in indy movies,singing jazz songs,promoting atheism,issuing threats,writing modern fiction
Maria,Muldaur,18553697,DS,studying symbols,defending the weak,practicing the Occult,running for governor,tricking criminals,solving crimes,raging against the machine,rescuing prisoners of war,taking bribes from organized crime,stealing human fat
Arthur,Godfrey,44410929,DS,defending the Earth,reading self-help books,running an empire,writing comedy,creating nightmares,looking after mother,hunting demons,collecting stamps,picking pockets,casting magic spells
Joseph,Wapner,12635259,DS,telling tall tales,promoting conservative values,promoting science,chasing criminals,devising evil schemes,fighting the forces of good,extracting confessions,defending the weak,clinging to past dreams,concocting magic potions
Eugene,Ormandy,34493505,DS,promoting the Dark Side,brewing magican potions,making soap,counting calories,studying magic tricks,making patronising comments,running a crime family,eating census takers,punishing criminals,tracking down criminals
Miley,Cyrus,99734664,CS,bugging political rivals,promoting atheism,drawing whimsical cartoons,reporting the news,decrying secrecy,test-driving cars,interviewing politicians,racing fast cars,offering advice,feeding the poor
Chesley,Sullenberger,56472253,CS,pioneering new technologies,throwing sex parties,starring in Hollywood movies,cross-dressing in women's clothes,running an empire,cracking the whip,running a smuggling business,selling franchises,singing reggae songs,leaking information
Duane,Allman,25320797,CS,developing operating systems,spreading revolution,exploring foreign countries,selling airline seats,spreading revolution,starring in romantic comedies,leaking classified documents,interviewing politicians,monetizing celebrity status,gurning for the camera
Yakov,Smirnoff,36696555,CS,directing bad movies,writing rap songs,chasing criminals,wielding political power,promoting air travel,womanizing,campaigning for social causes,starring in romantic comedies,abusing power,making action movies
Dan,Blocker,96977254,DS,performing magic tricks,tricking criminals,promoting the Dark Side,directing the business of state,eating census takers,making ice sculptures,hunting demons,casting magic spells,surviving a shipwreck,running a software company
Dwight,Gooden,67640042,DS,clinging to past dreams,fighting decepticons,solving mysteries,smuggling contraband,making soap,inventing new confectionary,striving for world domination,studying magic tricks,tracking down criminals,promoting greed
Harry,Houdini,57872885,DS,recruiting dissidents,spreading revolution,preventing crime,communicating with animals,promoting conservative values,making topiary sculptures,devising evil schemes,running a school for gifted teens,finding clues,talking in riddles
Usher,,14788923,CS,drawing whimsical cartoons,starring in indy movies,making sick people laugh,writing experimental songs,crooning love songs,making cartoons,enriching uranium,treating the sick with jokes,rooting out facts,working out
Greg,Norman,25929414,DS,making chocolate,falling for prank calls,extracting confessions,foiling the schemes of evil villains,promoting yellow journalism,working for the forces of darkness,performing physical therapy,fighting decepticons,tricking criminals,eluding FBI profilers
Chris,Elliott,59740893,CS,pushing dodgy operating systems,starring in Hollywood movies,singing reggae songs,avoiding paparazzi,singing rock songs,writing plays,painting abstract paintings,singing pop songs,singing pop songs,painting over photographs
Juliette,Low,76587905,CS,leaking state secrets,writing horror stories,arresting criminals,starring in musical comedies,crooning love songs,teaching philosophy to future leaders,starring in comedies,dressing up in cosplay costumes,painting abstract paintings,singing country music
Betty,Friedan,84561039,CS,judging legal cases,singing pop songs,promoting conservative values,drawing whimsical cartoons,reporting the news,preaching tolerance,writing TV comedies,doing diet commercials,making action movies,painting folksy pictures
Dylan,Thomas,69261114,CS,promoting atheism,starring in cowboy movies,eluding the FBI,running theme parks,selling fast food,treating the injured,writing beat fiction,ranting about liberals,starring in Hollywood movies,singing pop songs
Howie,Dorough,73929217,DS,keeping a diary,promoting tolerance,brewing magican potions,killing demons,rescuing damsels in distress,embezzling tax money,fighting for the resistance,performing magic tricks,running an empire,running an empire
Pat,Morita,69939425,CS,promoting circus attractions,making action movies,recording pop songs,starring in Hollywood movies,plotting strategies,singing pop songs,warning about totalitarianism,launching a war,starring in Hollywood movies,hiding from the public
Carol,Kane,62032831,CS,ranting about liberals,singing rock songs,hiding from the public,writing pop songs,spreading revolution,writing pop songs,womanizing,opening a new front,throwing sex parties,singing Hipbop songs
Jeff,Fahey,91453312,CS,making action movies,interviewing celebrities,exploring foreign countries,making movies,running an empire,peacocking in fancy clothes,throwing temper tantrums,managing hedge funds,dating supermodels,promoting air travel
David,Mamet,85659903,CS,spreading political gossip,directing bad movies,starring in action movies,solving mysteries,starring in Hollywood movies,cross-dressing in women's clothes,promoting air travel,promoting conservative values,womanizing,publishing soft pornography
Sandy,Dennis,37080795,CS,avoiding paparazzi,writing historical fiction,lecturing about climate change,winning tennis grand slams,starring in Hollywood movies,publishing soft pornography,gurning for the camera,opening a new front,reporting the news,hacking into computers
Donna,Stone,17467194,DS,flipping hamburgers,fussing about cleanliness,looking after mother,promoting movie violence,reading self-help books,creating nightmares,reporting for The Daily Planet,transforming into vehicles,casting magic spells,making racist jibes
Charles,Boyer,89952645,CS,writing blues songs,pushing dodgy operating systems,singing country music,directing comedies,winning Michelin stars,recording history,lecturing about climate change,solving crimes,promoting conservative values,avoiding taxes
George,Blaha,46571597,CS,terrorizing employees,singing pop songs,fighting barbarian hordes,starring in Hollywood movies,reporting the news,launching a war,interviewing politicians,wielding political power,interpreting evidence,starring in action movies
Kate,Gosselin,29204250,CS,selling comic books,promoting circus attractions,singing pop songs,issuing threats,fighting for civil rights,judging legal cases,chasing after women,cross-dressing in women's clothes,terrorizing employees,promoting conservative values
Tom,Bosley,28926966,DS,avenging loved ones,plotting against family members,keeping a diary,tricking criminals,running an empire,promoting greed,surviving in a post-apocalyptic world,carrying secret plans,falling for prank calls,fencing stolen goods
Lord,Snowdon,27847075,DS,talking in riddles,hunting demons,burping,wielding political power,teaching magic,hunting demons,making chocolate,solving mysteries,teaching magic,undermining authority
Louis,Prima,74760039,DS,punishing criminals,tricking criminals,digging for antiquities,hunting monsters,instilling fear in the enemy,running for governor,collecting comic books,teaching the next generation,solving crimes,diagnosing diseases
Carla,Bruni,27780643,CS,spreading political gossip,making sick people laugh,warning about totalitarianism,exploring foreign countries,writing pop songs,running a bureaucracy,developing new technologies,judging legal cases,pushing dodgy operating systems,singing pop songs
Jack,Kemp,20200260,CS,spreading revolution,promoting Darwinism,giving speeches,starring in cowboy movies,causing political scandals,cross-dressing in women's clothes,singing pop songs,ordering wire-taps,piloting a spaceship,developing military strategies
Elisabeth,Shue,37222176,CS,probing the mind,knocking out opponents,singing pop songs,singing pop songs,shilling for rental car companies,making sick people laugh,chasing after women,writing TV comedies,promoting communism,doing stand-up
Laura,Schlessinger,43363164,CS,barking orders at subordinates,starring in romantic comedies,starring in romantic comedies,winning heavyweight titles,terrorizing employees,selling consumer goods,solving mysteries,leaking classified documents,making action movies,running a bureaucracy
John,Cage,96515199,CS,directing the business of state,starring in romantic comedies,promoting conservative values,enjoying ball-room dancing,composing classical music,painting over photographs,racing fast cars,avoiding paparazzi,plotting strategies,terrorizing employees
Robert,Benchley,56459772,CS,publishing soft pornography,leaking state secrets,singing rock songs,frying peanut-butter and banana sandwiches,reporting the news,creating an axis of evil,writing modern fiction,treating the sick with jokes,causing political scandals,cross-dressing in women's clothes
Joan,Rivers,32521579,CS,making movies,painting folksy pictures,writing about social problems,probing the mind,arresting criminals,delivering forehand slams,spreading revolution,starring in Hollywood movies,struggling with modern times,writing pop songs
Kate,Bush,17924366,DS,teaching magic,instilling fear in the enemy,twirling a cane,brewing magican potions,tracking down criminals,making money,pursuing criminals,following clues,running a software company,foiling the schemes of evil villains
Ana�s,Nin,36878223,CS,avoiding taxes,writing pop songs,making threatening phone calls,running a bureaucracy,playing the clarinet,running an empire,interpreting evidence,ranting about liberals,promoting atheism,starring in Hollywood movies
Richard,Lewis,16887624,CS,campaigning for social causes,singing pop songs,hiding from the public,playing soccer,eluding the FBI,racing fast cars,developing operating systems,promoting Darwinism,spreading political gossip,eluding the public gaze
Anika,Rose,89413242,CS,singing jazz songs,making action movies,ranting about liberals,cross-dressing in women's clothes,dating supermodels,doing diet commercials,singing blues songs,writing modern fiction,singing Hipbop songs,fighting for civil rights
James,Herriot,70050769,CS,enriching uranium,writing pop songs,enjoying ball-room dancing,drawing whimsical cartoons,pioneering new technologies,singing pop songs,singing protest songs,singing pop songs,womanizing,publishing soft pornography
Herman,Melville,45234684,DS,commanding a spaceship,plotting against family members,picking pockets,studying symbols,promoting yellow journalism,foiling the schemes of evil villains,causing mayhem,solving crimes,looking for love,manipulating political pawns
Kim,Carnes,49969015,DS,pursuing criminals,burying dead hamsters,looking after mother,studying magic tricks,offering medical opinions,leading the rebel alliance,foiling the schemes of evil villains,tracking down criminals,brewing magican potions,running a school for gifted teens
Edward,Woodward,61747321,DS,playing God,embezzling tax money,amassing ill-gotten wealth,manipulating political pawns,making escape plans,attacking consumerism,smoking during recess,hunting serial killers,manipulating political pawns,keeping a diary
Garth,Brooks,56699980,CS,selling kitsch,chasing after women,starring in Hollywood movies,singing pop songs,writing hawkish memos,lying on the stand,developing military strategies,terrorizing employees,drawing whimsical cartoons,promoting circus attractions
Michael,Landon,60247995,DS,practicing the Occult,reading self-help books,suppressing violent urges,spreading revolution,fussing about cleanliness,finding clues,brewing magican potions,clipping coupons,womanizing,killing people in ingenious ways
Davy,Crockett,19492277,DS,selling comic books,tracking down criminals,piloting a spaceship,twirling a cane,solving crimes,solving mysteries,running a crime family,tempting the innocent,promoting the Dark Side,promoting science
Rosemary,Clooney,34769133,DS,finding clues,falling for prank calls,making soap,maintaining a secret identity,promoting yellow journalism,avenging loved ones,offering medical opinions,wielding political power,making ice sculptures,communicating with animals
Leonard,Nimoy,98492803,CS,monetizing celebrity status,cooking fancy food,directing Hollywood movies,interpreting evidence,starring in comedies,abusing minorities,manipulating political pawns,writing historical fiction,starring in Hollywood movies,terrorizing employees
Montgomery,Clift,90190319,DS,fighting guerilla wars,searching for the messiah,collecting green Kryponite,making ice sculptures,commanding a spaceship,promoting capitalism,running a crime family,punishing criminals,falling for prank calls,casting magic spells
Jake,Gyllenhaal,80078939,DS,solving mysteries,writing comedy,finding clues,concocting magic potions,striving for world domination,worrying about adultery,treating diseases,drinking too much red wine,making ice sculptures,eluding capture
Emmylou,Harris,94388090,DS,pursuing criminals,solving crimes,promoting tolerance,picking pockets,studying magic tricks,seducing women,fighting guerilla wars,promoting yellow journalism,promoting mysticism,pursuing criminals
Sean,Penn,79455631,DS,tracking down terrorists,studying science,surviving a shipwreck,chasing rabbits,directing the business of state,solving crimes,blowing smoke rings,punishing criminals,promoting science,rescuing damsels in distress
Paul,Winchell,94382741,DS,casting magic spells,solving crimes,working for the forces of darkness,womanizing,smuggling contraband,foiling the schemes of evil villains,chasing women,leading the rebel alliance,promoting science,performing physical therapy
J.,Getty,71145638,DS,obeying annoying rules,casting magic spells,directing the business of state,looking for love,preventing crime,fighting in gladiator arenas,losing control,promoting capitalism,performing magic tricks,treating diseases
Sean,Penn,26470924,DS,keeping accounts,ranting about liberals,shopping for shoes,burying dead hamsters,extracting confessions,cooking for friends,getting run over by cars,searching for the messiah,interpreting evidence,smoking cigars
Edgar,Poe,19280040,DS,eluding authorities,reading self-help books,promoting tolerance,undermining authority,creating monsters,mangling idioms,losing control,devising evil schemes,solving crimes,cooking for friends
Don,Hewitt,52756728,CS,singing romantic songs,getting plastic surgery,writing pop songs,playing golf,dating supermodels,running a business empire,making political gaffes,teaching the next generation,offering advice,promoting democracy
Herman,Melville,49495297,DS,escaping from reality,making soap,talking in riddles,tracking down criminals,solving crimes,pursuing criminals,practicing the Occult,suppressing violent urges,transforming into vehicles,promoting the Dark Side
Shane,MacGowan,59703714,DS,interpreting evidence,causing mayhem,trimming bushes,running a school for gifted teens,making soap,eluding imperial storm-troopers,fighting decepticons,manipulating political pawns,leading the rebel alliance,cross-dressing in women's clothes
Richard,Skelton,13045490,CS,drawing whimsical cartoons,studying mathematics,writing serialized stories,hiding from the public,pushing dodgy operating systems,starring in romantic comedies,making propagandistic movies,starring in Hollywood movies,leaking state secrets,plotting strategies
Tipper,Gore,29889194,CS,building a wooden ark,running an empire,womanizing,starring in cowboy movies,gurning for the camera,spreading Christianity,interviewing celebrities,singing multipart harmonies,cross-dressing in women's clothes,eluding the FBI
Mark,Cuban,25345855,CS,knocking out opponents,avoiding taxes,breaking records,racing fast cars,promoting liberalism,starring in Hollywood movies,running a smuggling business,decrying secrecy,directing Hollywood movies,singing pop songs
Michelle,Obama,22566437,DS,selling confectionary,killing murderers,fighting the forces of good,extracting confessions,commanding a spaceship,finding clues,posing riddles,solving crimes,tracking down criminals,launching hostile takeovers
Barbara,Eden,49659252,CS,climbing social ladders,solving mysteries,cooking dinners,writing cook books,knocking out opponents,hiding from the public,popping amphetamines,probing the mind,writing plays,organizing a putsch
No�l,Coward,52360817,DS,preventing crime,communicating with animals,brewing magican potions,killing murderers,tricking criminals,womanizing,solving crimes,beating menial staff,rescuing prisoners of war,running a school for gifted teens
Ervin,Johnson,67126417,DS,performing magic tricks,climbing social ladders,concocting magic potions,devising evil schemes,fighting for justice,running a crime family,burying dead hamsters,defending the Earth,being a good neighbor,running an empire
Charles,Dance,88764695,DS,making chocolate,interpreting evidence,following clues,foiling the schemes of evil villains,climbing social ladders,running an empire,running a bureaucracy,playing God,taking bribes from organized crime,escaping from reality
Judd,Nelson,92658896,CS,writing pop songs,directing Hollywood movies,spreading revolution,pioneering new technologies,pulling dirty political tricks,challenging artistic norms,making propagandistic movies,making movies,selling franchises,ranting about liberals
Charles,Gaulle,83618565,CS,cooking dinners,selling fast food,campaigning for social causes,studying mathematics,directing movies,singing pop songs,starring in Hollywood movies,singing Hipbop songs,running an empire,piloting a spaceship
Dorothea,Lange,93659780,CS,solving mysteries,starring in romantic comedies,interviewing politicians,peacocking in fancy clothes,starring in romantic comedies,playing the clarinet,spreading revolution,selling cosmetics,writing poetry,running a frontier town
Rupert,Murdoch,66957791,DS,running a crime family,making money,devising evil schemes,interpreting evidence,promoting the Dark Side,preparing for war,studying science,smoking cigars,embezzling tax money,selling dodgy goods
Agnetha,F�ltskog,97525890,CS,managing hedge funds,starring in comedies,playing jazz trumpet,promoting Darwinism,eluding the FBI,selling consumer goods,ruling over subjects,making threatening phone calls,making propagandistic movies,starring in Hollywood movies
Johann,Bach,54072573,CS,arguing with political opponents,running a multinational corporation,selling franchises,blanketing staff with memos,promoting conservative values,starring in romantic comedies,promoting communism,starring in Hollywood movies,drawing whimsical cartoons,interviewing politicians
Koko,Taylor,39316245,DS,wielding political power,offering medical opinions,spreading revolution,solving crimes,looking after mother,devising evil schemes,studying dinosaurs,talking in riddles,devising evil schemes,tracking down criminals
Glenn,Beck,62724424,CS,promoting socialism,building a wooden ark,writing experimental songs,promoting openness,solving mysteries,challenging artistic norms,starring in indy movies,playing basketball,publishing soft pornography,playing golf
Rutger,Hauer,60857772,CS,racking up marriages,starring in romantic comedies,abusing power,running a multinational corporation,solving crimes,winning tennis tournaments,singing pop songs,ranting about liberals,starring in indy movies,running a kingdom
Carroll,OConnor,31484309,CS,spreading revolution,explaining evolution,drawing whimsical cartoons,preaching tolerance,doing stand-up,making movies,plotting strategies,writing pop songs,running an empire,getting plastic surgery
Prince,William,74844605,CS,cooking dinners,promoting conservative values,cross-dressing in women's clothes,breaking records,painting surreal pictures,seducing women,hiding from the public,winning boxing matches,doing stand-up,playing rock guitar
Ernest,Hemingway,41681732,CS,promoting circus attractions,running a business empire,monetizing celebrity status,offering advice,running a kingdom,hiding from the public,throwing TVs out of the windows,promoting charity,singing pop songs,throwing sex parties
Conan,OBrien,71057260,CS,singing rock songs,singing Hipbop songs,writing plays,bugging political rivals,playing the clarinet,dating supermodels,running restaurants,reporting the news,leaking information,running an empire
